smiles,mol_weight,exact_mol_weight,heavy_atom_count,heteroatom_count,oxygen_nitrogen_count,logp,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,chiral_center_count,unspecified_chiral_center_count,most_basic_pka,most_acidic_pka,num_basic_sites,num_acidic_sites,neutral_fraction_ph74,charged_fraction_ph74,base_protonated_fraction_ph74,acid_deprotonated_fraction_ph74,estimated_logd_ph74,pka_features_available,nitroso_group_count,nitroso_present,aromatic_amine_count,aromatic_amine_present,michael_acceptor_count,michael_acceptor_present,catechol_ring_count,hydroquinone_ring_count,quinone_ring_count,quinone_or_catechol_alert_count,quinone_or_catechol_present,epoxide_ring_count,epoxide_present,alkyl_halide_count,alkyl_halide_present,aryl_halide_count,aryl_chloride_count,aryl_halide_present,hydroxamic_acid_count,metal_chelator_alert_count,metal_chelator_present,pains_filter_available,pains_alert_count,pains_alert_present,electrophilic_alert_count,electrophilic_alert_present,structural_alert_family_count,mw_le_500,logp_le_5,logp_lt_3,tpsa_gt_75,tpsa_le_140,hbd_le_5,hba_le_10,rotatable_bonds_le_10,aromatic_ring_count_le_3,most_basic_pka_lt_7,most_basic_pka_ge_7,property_alert_count,property_window_pass,basic_aryl_halide_risk_flag
C[C@H](Cc1cc2c(c(C(N)=O)c1)N(CCCO)CC2)[NH2+]CCOc1ccccc1OCC(F)(F)F,496.55000000000024,496.24176761609,35.0,10.0,7.0,2.0448999999999993,101.63000000000001,3.0,5.0,8.0,13.0,3.0,2.0,1.0,0.0,8.847403526306152,13.734945297241211,3.0,3.0,0.03446392760478453,0.9655360723952154,0.9655360564577421,4.624390516936631e-07,0.5822647693362129,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0
Cc1cc(-c2ccc(N/N=C3/C(=O)c4c(N)cc(S(=O)(=O)[O-])cc4C=C3S(=O)(=O)[O-])c(C)c2)ccc1N/N=C1/C(=O)c2c(N)cc(S(=O)(=O)[O-])cc2C=C1S(=O)(=O)[O-],868.8620000000001,868.0255277676399,58.0,24.0,20.0,2.04404,363.76,4.0,20.0,24.0,9.0,6.0,4.0,0.0,0.0,6.226571559906006,-4.047151565551758,6.0,10.0,3.34707667835937e-12,0.9999999999966529,0.06286022496489051,0.9999999999964284,-9.431294338252648,1.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,4.0,0.0,0.0
C[NH2+]C1(c2ccccc2Cl)CCCCC1=O,238.7379999999999,238.09931826409,16.0,3.0,2.0,1.8716000000000004,33.68,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,6.109179973602295,,1.0,0.0,0.9513033591742546,0.04869664082574543,0.04869664082574542,0.0,1.8499190302990134,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N(C)[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCC[NH2+]C(C)C)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1417.097,1415.6913478520896,101.0,29.0,28.0,0.14179999999999449,429.5599999999999,13.0,15.0,28.0,38.0,6.0,5.0,10.0,0.0,10.62641429901123,9.605582237243652,4.0,14.0,0.0005896999616980748,0.9994103000383019,0.9994066268020456,0.006190431702968302,-3.0875689004302966,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0
CC(=O)N[C@H](Cc1ccc2ccccc2c1)C(=O)N[C@H](Cc1ccc(Cl)cc1)C(=O)N[C@H](Cc1cccnc1)C(=O)N[C@@H](CO)C(=O)N[C@@H](Cc1ccc(O)cc1)C(=O)N[C@H](CCCNC(N)=O)C(=O)N[C@@H](CC(C)C)C(=O)N[C@@H](CCCNC(N)=[NH2+])C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1432.0720000000003,1430.67709475609,102.0,32.0,31.0,-2.3258000000000205,497.4099999999998,17.0,15.0,32.0,38.0,6.0,5.0,10.0,0.0,11.066008567810059,9.646628379821777,3.0,18.0,0.00021450796921959942,0.9997854920307804,0.9997842763625939,0.005635303581431833,-5.994356568636357,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0
CCNC(NCC)=[NH+]CCCC[C@H](NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](CCCC[NH+]=C(NCC)NCC)NC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@@H](Cc1cccnc1)NC(=O)[C@@H](Cc1ccc(Cl)cc1)NC(=O)[C@@H](Cc1ccc2ccccc2c1)NC(C)=O)C(=O)N1CCC[C@H]1C(=O)N[C@H](C)C(N)=O,1572.3660000000002,1570.8568562601795,112.0,32.0,31.0,-1.5661000000000371,454.7099999999998,18.0,14.0,32.0,44.0,6.0,5.0,10.0,0.0,11.914387702941895,9.666245460510254,4.0,17.0,3.0426556915353677e-05,0.9999695734430847,0.9999694086240563,0.005387761200877242,-6.082847189845768,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,6.0,0.0,1.0
C[C@H](OC(=O)c1ccccc1)C1=CCC23OCC[NH+](C)CC12C[C@@H](O)C12O[C@@]4(O)CC[C@@]1(C)[C@H](CC=C32)C4,522.6620000000003,522.28501442009,38.0,7.0,7.0,2.1908000000000003,89.66000000000001,3.0,6.0,9.0,3.0,8.0,1.0,9.0,4.0,7.8332600593566895,12.513006210327148,1.0,2.0,0.26940790150582405,0.730592098494176,0.730590021649016,7.708865026668345e-06,1.621210329063489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Fc1ccc([C@@H]2CC[NH2+]C[C@H]2COc2ccc3c(c2)OCO3)cc1,330.3790000000001,330.14999817208997,24.0,5.0,4.0,2.3003,44.3,1.0,3.0,4.0,4.0,4.0,2.0,2.0,0.0,9.761087417602539,,1.0,0.0,0.004335364969509481,0.9956646350304905,0.9956646350304905,0.0,-0.06267433588741067,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0
OC(CC[NH+]1CCCC1)(c1ccccc1)C1CCCCC1,288.4550000000001,288.23219100009,21.0,2.0,2.0,2.5233000000000008,24.67,2.0,1.0,3.0,5.0,3.0,1.0,1.0,1.0,10.230208396911621,13.87501049041748,1.0,1.0,0.0014762158748825578,0.9985237841251174,0.9985237836306481,3.349572359425455e-07,-0.30755012868172793,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
C[NH+](C)CCC=C1c2ccccc2CCc2ccccc21,278.419,278.19032618809,21.0,1.0,1.0,2.751500000000001,4.44,1.0,0.0,1.0,3.0,3.0,2.0,0.0,0.0,9.327725410461426,,1.0,0.0,0.011672807781736294,0.9883271922182637,0.9883271922182637,0.0,0.8186753339755108,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,327.12300000000005,325.986112096,21.0,8.0,6.0,3.859500000000001,92.47,2.0,4.0,6.0,3.0,2.0,2.0,0.0,0.0,3.302968978881836,7.385231018066406,1.0,2.0,0.4914598039920109,0.5085401960079892,7.997131666451473e-05,0.5085008901770371,3.550988003107451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
COc1ccc2nc(S(=O)Cc3ncc(C)c(OC)c3C)[nH]c2c1,345.4240000000001,345.11471246800005,24.0,7.0,6.0,2.8997400000000004,77.1,1.0,5.0,6.0,5.0,3.0,3.0,1.0,1.0,4.565301418304443,8.773027420043945,2.0,1.0,0.9579582790199789,0.042041720980021124,0.001461054534237784,0.04064004376599926,2.8810865951057263,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Cc1c(OCC(F)(F)F)ccnc1C[S@@](=O)c1nc2ccccc2[nH]1,369.3680000000001,369.07588234800005,25.0,9.0,5.0,3.515220000000001,67.87,1.0,4.0,5.0,5.0,3.0,3.0,1.0,0.0,3.7389845848083496,9.764208793640137,2.0,1.0,0.9954782706557921,0.004521729344207914,0.0002182176144468917,0.004304451036797807,3.513251784667519,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
Cc1c(OCC(F)(F)F)ccnc1CS(=O)c1nc2ccccc2[nH]1,369.3680000000001,369.07588234800005,25.0,9.0,5.0,3.515220000000001,67.87,1.0,4.0,5.0,5.0,3.0,3.0,1.0,1.0,3.7389845848083496,9.764208793640137,2.0,1.0,0.9954782706557921,0.004521729344207914,0.0002182176144468917,0.004304451036797807,3.513251784667519,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
COCCCOc1ccnc(CS(=O)c2nc3ccccc3[nH]2)c1C,359.451,359.13036253200005,25.0,7.0,6.0,2.989420000000001,77.1,1.0,5.0,6.0,8.0,3.0,3.0,1.0,1.0,4.293286323547363,9.791278839111328,2.0,1.0,0.9951762367041326,0.004823763295867423,0.0007815320194356746,0.004045392880499061,2.9873199971784543,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
COc1ccnc(CS(=O)c2nc3ccc(OC(F)F)cc3[nH]2)c1OC,383.37600000000003,383.0751334,26.0,10.0,7.0,2.8843000000000005,86.33,1.0,6.0,7.0,7.0,3.0,3.0,1.0,1.0,4.385863780975342,8.531349182128906,2.0,1.0,0.9302839668533678,0.06971603314663222,0.0009670381298696808,0.06881554227006535,2.8529155360949954,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
Cc1[nH]c2ccccc2c1CCNCc1ccc(/C=C/C(=O)NO)cc1,349.43399999999997,349.179026976,26.0,5.0,5.0,3.3272200000000014,77.15,4.0,3.0,7.0,7.0,3.0,3.0,0.0,0.0,9.406050682067871,8.469233512878418,3.0,3.0,0.00899812417089325,0.9910018758291067,0.9902346583844025,0.07856534619114874,1.2813719819793232,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0
O=C([O-])[C@H]1/C(=C/CO)O[C@@H]2CC(=O)N21,198.15399999999997,198.04079593591,14.0,6.0,6.0,-2.430299999999999,89.89999999999999,1.0,5.0,6.0,2.0,2.0,0.0,2.0,0.0,,3.0514724254608154,0.0,2.0,4.4818050413897303e-05,0.9999551819495861,0.0,0.9999551819495861,-6.778847039208849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,
CCC[NH2+]CC(O)COc1ccccc1C(=O)CCc1ccccc1,342.45900000000006,342.20637017609,25.0,4.0,4.0,2.2152000000000003,63.14000000000001,2.0,3.0,5.0,11.0,2.0,2.0,1.0,1.0,9.07954216003418,13.813326835632324,1.0,1.0,0.020486515096310765,0.9795134849036893,0.9795134769943309,3.860761704018184e-07,0.5266680880663319,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0
CC[NH2+][C@H]1C[C@H](C)S(=O)(=O)c2sc(S(N)(=O)=O)cc21,325.45700000000005,325.03449644409,19.0,9.0,6.0,-0.41419999999999835,110.91,2.0,5.0,7.0,3.0,2.0,1.0,2.0,0.0,6.57887077331543,9.440417289733887,2.0,2.0,0.8609927869459159,0.13900721305408414,0.13116240677731308,0.009029082463700967,-0.4792004868770151,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0
CC(C)(C)NC(=O)[C@@H]1C[C@@H]2CCCC[C@@H]2C[NH+]1C[C@@H](O)[C@H](Cc1ccccc1)NC(=O)[C@H](CC(N)=O)NC(=O)c1ccc2ccccc2n1,671.863,671.3915451520899,49.0,11.0,11.0,1.6753000000000051,167.95,6.0,6.0,12.0,12.0,5.0,3.0,7.0,1.0,6.865869045257568,11.200844764709473,3.0,6.0,0.7736755352796514,0.22632446472034862,0.22620208369166975,0.00015815631717217303,1.5638588640657813,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,4.0,0.0,0.0
Oc1ncnc2[nH]ncc12,136.114,136.038510748,10.0,5.0,5.0,0.058499999999999885,74.69,2.0,4.0,6.0,0.0,2.0,2.0,0.0,0.0,2.7951159477233887,0.7894003391265869,3.0,2.0,2.451260380551772e-07,0.999999754873962,2.4837344485330428e-05,0.9999997548678735,-6.552110554178088,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
O=C([O-])CCCC[C@@H]1SC[C@@H]2NC(=O)N[C@@H]21,243.30800000000002,243.08088691991,16.0,6.0,5.0,-0.5378999999999998,81.25999999999999,2.0,4.0,6.0,5.0,2.0,0.0,3.0,0.0,,4.7849507331848145,0.0,3.0,0.0024204619823159357,0.9975795380176841,0.0,0.9975795380176841,-3.15400173434103,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,,0.0,1.0,
C#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3C(=C)C[C@@]21CC,324.4640000000001,324.208930136,24.0,2.0,2.0,4.048700000000004,37.3,1.0,2.0,3.0,1.0,4.0,0.0,6.0,0.0,,13.064044952392578,0.0,1.0,0.9999978325249534,2.167475046555012e-06,0.0,2.1674750465549623e-06,4.048699058676531,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,1.0,0.0,
CCN(CC)C(=O)C1C[NH+]2CCc3cc(OC)c(OC)cc3C2CC1OC(C)=O,405.51500000000016,405.23839857608993,29.0,7.0,7.0,1.0059000000000016,69.51000000000002,1.0,5.0,6.0,6.0,3.0,1.0,4.0,4.0,6.0652756690979,,1.0,0.0,0.955778552921295,0.04422144707870501,0.04422144707870507,0.0,0.9862572809949485,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
CC(C)c1c(C(=O)Nc2ccccc2)c(-c2ccccc2)c(-c2ccc(F)cc2)n1CC[C@@H](O)C[C@@H](O)CC(=O)[O-],557.6420000000003,557.24572398791,41.0,8.0,7.0,4.978900000000007,114.62,3.0,6.0,9.0,12.0,4.0,4.0,2.0,0.0,3.60249662399292,4.262274265289307,2.0,4.0,0.0007275936290220952,0.9992724063709779,0.0001593776436575264,0.999272290390335,1.8407888876252878,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0
C[NH+](C)CCc1c[nH]c2ccc(CS(=O)(=O)N3CCCC3)cc12,336.48100000000017,336.17402449209,23.0,6.0,5.0,0.7805000000000006,57.61,2.0,2.0,4.0,6.0,3.0,2.0,0.0,0.0,9.2216215133667,13.907258033752441,2.0,1.0,0.014855197156632197,0.9851448028433678,0.9851447982235975,3.1098671094177944e-07,-1.0476215799108561,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
C[NH+]1CCC[C@H]1c1cccnc1,163.244,163.12297490009,12.0,2.0,2.0,0.4311999999999996,17.330000000000002,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,8.317119598388672,,2.0,0.0,0.10796041129195799,0.892039588708042,0.892039588708042,0.0,-0.5355354696000753,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
CC(=O)Nc1c(I)c(C(=O)N[C@H]2C(O)O[C@H](CO)[C@@H](O)[C@@H]2O)c(I)c(N(C)C(C)=O)c1I,789.0989999999998,788.8541086639999,32.0,14.0,11.0,-0.028800000000000603,168.66,6.0,8.0,14.0,5.0,2.0,1.0,5.0,1.0,2.193747043609619,10.049123764038086,1.0,6.0,0.9977555728941536,0.0022444271058463805,6.219340616133314e-06,0.002238221685493239,-0.029775837815631055,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,3.0,0.0,0.0
CCN(CC)CCS(=O)(=O)[C@@H]1CCN2C(=O)c3coc(n3)CC(=O)C[C@H](O)/C=C(C)/C=C/CNC(=O)/C=C/[C@@H](C)[C@@H](C(C)C)OC(=O)C12,690.8600000000002,690.32985018,48.0,14.0,13.0,2.269300000000002,176.42,2.0,11.0,13.0,7.0,3.0,1.0,5.0,1.0,8.12751579284668,12.994771003723145,2.0,2.0,0.15773609524088164,0.8422639047591184,0.8422635037446131,2.5423064082652536e-06,1.4672310856574482,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,1.0,0.0,1.0,3.0,0.0,0.0
CC1=C(/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C2=C(C)CCCC2(C)C)C(C)(C)CCC1,536.8880000000004,536.438201792,40.0,0.0,0.0,12.605799999999977,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,,,0.0,0.0,1.0,0.0,0.0,0.0,12.605799999999977,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,,,3.0,0.0,
Oc1cccc2cccnc12,145.16099999999997,145.052763844,11.0,2.0,2.0,1.9403999999999995,33.120000000000005,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,4.448208808898926,7.769891738891602,1.0,1.0,0.7001428049762809,0.2998571950237191,0.0011161531750656496,0.2990748551978648,1.7855866301397518,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
CCCCOc1cc(C(=O)NCC[NH+](CC)CC)c2ccccc2n1,344.479,344.23325362009,25.0,5.0,5.0,2.0681999999999996,55.66,2.0,3.0,5.0,10.0,2.0,2.0,0.0,0.0,8.9691801071167,12.652108192443848,2.0,1.0,0.026257979725080406,0.9737420202749196,0.9737418733304938,5.596150390502238e-06,0.4874613086536215,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
COc1cc(NC(C)CCC[NH3+])c2ncccc2c1,260.361,260.17573874409,19.0,4.0,4.0,2.065899999999999,61.79,2.0,3.0,5.0,6.0,2.0,2.0,1.0,1.0,10.277918815612793,13.722977638244629,3.0,1.0,0.0013228362785407306,0.9986771637214593,0.9986771630926362,4.753594755430862e-07,-0.8125939031490206,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0
Oc1c(Cl)cc(Cl)c2cccnc12,214.051,212.97481914,13.0,4.0,2.0,3.2472000000000003,33.120000000000005,1.0,2.0,3.0,0.0,2.0,2.0,0.0,0.0,3.0280990600585938,5.164858341217041,1.0,1.0,0.005785221658477939,0.994214778341522,4.2469839062041665e-05,0.9942145326336541,1.0095200034277227,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
