smiles,mol_weight,exact_mol_weight,heavy_atom_count,heteroatom_count,logp,tpsa,hbd,hba,total_hbond_donors_acceptors,rotatable_bonds,ring_count,aromatic_ring_count,aliphatic_ring_count,fraction_csp3,formal_charge,amide_bond_count,primary_amide_count,lactam_count,gamma_lactam_count,nitrile_count,aldehyde_count,ketone_count,michael_acceptor_count,electrophilic_warhead_count,carbamate_count,urea_count,sulfonamide_count,polar_amide_like_group_count,branched_sp3_carbon_count,small_aliphatic_carbocycle_count,bridgehead_atom_count,spiro_atom_count,has_electrophilic_warhead,p1_glutamine_mimic_present,s1_hbond_proxy_present,p2_hydrophobic_sidechain_present,p2_hydrophobic_proxy_score,p3_p4_polar_substituent_present,mpro_structural_motif_count,rotatable_bonds_le_10,tpsa_le_140,logp_lt_5,mol_weight_le_500,hbd_le_5,hba_le_10,total_hbond_donors_acceptors_le_12,aromatic_ring_count_le_3,fraction_csp3_ge_0p4,mpro_physchem_rule_pass_count,mpro_physchem_window_pass,mpro_design_rule_pass_count
COc1ccc(NC(=O)Nc2cccs2)cn1,249.29500000000002,249.057197592,17.0,6.0,2.7957,63.25,2.0,4.0,6.0,3.0,2.0,2.0,0.0,0.09090909090909091,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
NC(=O)c1cc(N2CCCC2)ccn1,191.23399999999998,191.105862036,14.0,4.0,0.7807,59.220000000000006,1.0,3.0,4.0,2.0,2.0,1.0,1.0,0.4,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
COC(=O)c1ccc(NC(=O)C2CCCC2)cc1,247.29399999999995,247.120843404,18.0,4.0,2.6019000000000005,55.4,1.0,3.0,4.0,3.0,2.0,1.0,1.0,0.42857142857142855,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
COc1ccc(C(=O)Nc2ccccc2F)cc1,245.25300000000001,245.085206844,18.0,4.0,3.0866000000000007,38.33,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
Cc1ccc(NC(=O)c2ccccc2C)c(O)c1,241.29000000000002,241.11027872,18.0,3.0,3.2613400000000015,49.33,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
COc1cccc(C(=O)Nc2ccccc2F)c1,245.253,245.085206844,18.0,4.0,3.0866000000000016,38.33,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
O=C(Nc1ccc(O)cc1)c1ccc(Cl)cc1,247.68099999999998,247.04000624,17.0,4.0,3.297900000000001,49.33,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
Cc1ccc(NC(=O)c2cccc(F)c2)cc1O,245.25300000000001,245.085206844,18.0,4.0,3.092020000000002,49.33,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
Cc1cccc(C(=O)Nc2ccc(C)cc2O)c1,241.29000000000002,241.11027872,18.0,3.0,3.2613400000000015,49.33,2.0,2.0,4.0,2.0,2.0,2.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
C(#Cc1ccccc1)CN1CCCCC1,199.2969999999999,199.136099544,15.0,1.0,2.524000000000001,3.24,0.0,1.0,1.0,1.0,2.0,1.0,1.0,0.42857142857142855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
CC(=O)N1[C@@H]2CC[C@H]1c1cccnc1C2,202.257,202.110613068,15.0,3.0,1.6897,33.2,0.0,2.0,2.0,0.0,3.0,1.0,2.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
c1cnc2c(c1)[C@@H]1CC[C@H](C2)N1,160.22,160.100048384,12.0,2.0,1.4307999999999998,24.92,1.0,2.0,3.0,0.0,3.0,1.0,2.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CC(=O)N1CCC(NCCc2ccccc2)CC1,246.35399999999998,246.173213324,18.0,3.0,1.8295999999999994,32.34,1.0,2.0,3.0,4.0,2.0,1.0,1.0,0.5333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
O=C(COc1ccccc1)NC1CCCCC1,233.31099999999992,233.141578848,17.0,3.0,2.5143000000000004,38.33,1.0,2.0,3.0,4.0,2.0,1.0,1.0,0.5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
c1ccc(CCNc2nc3ccccc3[nH]2)cc1,237.30600000000004,237.12659748,18.0,3.0,3.217500000000001,40.71,2.0,2.0,4.0,4.0,3.0,3.0,0.0,0.13333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CC1CCN(Cc2c[nH]c3ccccc23)CC1,228.33899999999997,228.16264864,17.0,2.0,3.3998000000000017,19.03,1.0,1.0,2.0,2.0,3.0,2.0,1.0,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
CCC(=O)Nc1c(C(N)=O)oc2ccccc12,232.239,232.084792244,17.0,5.0,1.8801999999999999,85.33,2.0,3.0,5.0,3.0,2.0,2.0,0.0,0.16666666666666666,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,10.0
CC(=O)NC(C(=O)O)C1CCOCC1,201.22199999999992,201.10010796,14.0,5.0,0.0022999999999997467,75.63000000000001,2.0,3.0,5.0,3.0,1.0,0.0,1.0,0.7777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
NC(=O)C(O)C1CCOCC1,159.18499999999997,159.089543276,11.0,4.0,-0.7408000000000006,72.55000000000001,2.0,3.0,5.0,2.0,1.0,0.0,1.0,0.8571428571428571,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
CNC1(CO)CCOCC1,145.20199999999997,145.11027872,10.0,3.0,-0.2527000000000006,41.489999999999995,2.0,3.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
CC(C)(O)CNC1CCOCC1,173.25599999999997,173.141578848,12.0,3.0,0.5258999999999998,41.489999999999995,2.0,3.0,5.0,3.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CS(=O)(=O)c1nccn1Cc1cscn1,243.31300000000002,243.013618528,15.0,7.0,0.7913999999999999,64.85,0.0,6.0,6.0,3.0,2.0,2.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
Cc1ccccc1OCC(=O)Nc1ccccc1,241.29000000000002,241.11027872,18.0,3.0,3.012520000000001,38.33,1.0,2.0,3.0,4.0,2.0,2.0,0.0,0.13333333333333333,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
O=C(COc1ccccc1)Nc1ccccc1O,243.262,243.089543276,18.0,4.0,2.4097000000000004,58.56,2.0,3.0,5.0,4.0,2.0,2.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
O=C(COc1ccccc1)Nc1cccc(F)c1,245.253,245.085206844,18.0,4.0,2.8432000000000004,38.33,1.0,2.0,3.0,4.0,2.0,2.0,0.0,0.07142857142857142,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
c1ccc(-c2ccc(-n3cnnn3)cc2)cc1,222.251,222.09054632,17.0,4.0,2.3293,43.6,0.0,4.0,4.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
CC1C(O)CCCN1Cc1ccccc1,205.30100000000004,205.146664228,15.0,2.0,2.0318,23.47,1.0,2.0,3.0,2.0,2.0,1.0,1.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
COc1cccc(CN2CCC(C(N)=O)CC2)c1,248.32599999999994,248.15247788,18.0,4.0,1.3924999999999998,55.56,1.0,3.0,4.0,4.0,2.0,1.0,1.0,0.5,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CCOC(=O)c1ccoc1,140.13799999999998,140.047344116,10.0,3.0,1.4563,39.44,0.0,3.0,3.0,2.0,1.0,1.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
CN(C)Cc1ccc(C(=O)O)o1,169.17999999999998,169.073893212,12.0,4.0,1.0394,53.68000000000001,1.0,3.0,4.0,3.0,1.0,1.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
Cc1ccccc1CNc1nnnn1C,203.24900000000002,203.11709541599998,15.0,5.0,1.1306199999999997,55.63,1.0,5.0,6.0,3.0,2.0,2.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
COc1ccc2cn[nH]c(=O)c2c1OC,206.20099999999996,206.06914218,15.0,5.0,0.9402999999999999,64.21,1.0,4.0,5.0,2.0,2.0,2.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
Cc1cnc(N2CCNCC2)s1,183.28,183.083018416,12.0,4.0,0.8611199999999999,28.160000000000004,1.0,4.0,5.0,1.0,2.0,1.0,1.0,0.625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
Nc1cc(=O)[nH][nH]1,99.093,99.04326178,7.0,4.0,-0.7148000000000003,74.67,3.0,2.0,5.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,8.0
Cc1[nH][nH]c(=O)c1CCO,142.15800000000002,142.07422756,10.0,4.0,-0.45378000000000024,68.88,3.0,2.0,5.0,2.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
Cc1c(C(=O)NCC2CCC2)cnn1C,207.277,207.137162164,15.0,4.0,1.2584199999999999,46.92,1.0,3.0,4.0,3.0,2.0,1.0,1.0,0.6363636363636364,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
Cc1cccc(N2CCNC(C)C2)n1,191.27800000000002,191.14224754399999,14.0,3.0,1.1881199999999998,28.16,1.0,3.0,4.0,1.0,2.0,1.0,1.0,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
Cc1nccn1Cc1cccc(C#N)c1,197.241,197.095297352,15.0,3.0,2.1115,41.61,0.0,3.0,3.0,2.0,2.0,2.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,8.0,0.0,9.0
CC(C)(C)OC(=O)N1CCCC1(C)C(N)=O,228.29199999999994,228.1473925,16.0,5.0,1.2612999999999999,72.63,1.0,3.0,4.0,1.0,1.0,0.0,1.0,0.8181818181818182,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
CS(=O)(=O)N1CCC[C@@H]1CN,178.257,178.077598688,11.0,5.0,-0.6308999999999996,63.400000000000006,1.0,3.0,4.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
COC(=O)[C@@H]1C[C@H](C)CN1C(C)=O,185.22299999999998,185.10519334,13.0,4.0,0.4162999999999999,46.61,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.7777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
COC(=O)C1(C)CCCN1C(C)=O,185.22299999999998,185.10519334,13.0,4.0,0.5603999999999998,46.61,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.7777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CC(=O)N1C[C@@H](C(=O)OC(C)(C)C)C[C@@H]1C,227.30399999999997,227.152143532,16.0,4.0,1.585,46.61,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.8333333333333334,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
COC(=O)C1(C)CCCN1S(C)(=O)=O,221.278,221.07217896,14.0,6.0,-0.02650000000000019,63.68,0.0,4.0,4.0,2.0,1.0,0.0,1.0,0.875,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
C[C@H]1C[C@H](C(=O)OC(C)(C)C)CN1S(C)(=O)=O,263.359,263.119129152,17.0,6.0,0.9981000000000002,63.68,0.0,4.0,4.0,2.0,1.0,0.0,1.0,0.9090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,11.0
COC(=O)[C@@H]1CCN(C(C)=O)[C@H]1C,185.223,185.10519334,13.0,4.0,0.4162999999999999,46.61,0.0,3.0,3.0,1.0,1.0,0.0,1.0,0.7777777777777778,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CC(=O)N1C[C@H](O)C[C@@H]1C(=O)O,173.16799999999998,173.068807832,12.0,5.0,-0.9473,77.84,2.0,3.0,5.0,1.0,1.0,0.0,1.0,0.7142857142857143,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CC1(C)CCCN1CCN,142.246,142.146998576,10.0,2.0,0.8195000000000001,29.259999999999998,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
COCC1(C)CCCN1,129.203,129.1153641,9.0,2.0,0.7749000000000001,21.259999999999998,1.0,2.0,3.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
C[C@H]1C[C@H](C(=O)OC(C)(C)C)CN1,185.267,185.141578848,13.0,3.0,1.3260999999999998,38.33,1.0,3.0,4.0,1.0,1.0,0.0,1.0,0.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CC(=O)N1CCCC1(C)C(=O)O,171.196,171.089543276,12.0,4.0,0.4719999999999999,57.61,1.0,2.0,3.0,1.0,1.0,0.0,1.0,0.75,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
CC1(C(N)=O)CCCN1S(C)(=O)=O,206.267,206.072513308,13.0,6.0,-0.7141999999999993,80.47,1.0,3.0,4.0,2.0,1.0,0.0,1.0,0.8571428571428571,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
C1CCNC1,71.123,71.073499288,5.0,1.0,0.36979999999999996,12.03,1.0,1.0,2.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
CN1CCC[C@@H]1CO,115.17599999999999,115.099714036,8.0,2.0,0.0728999999999998,23.47,1.0,2.0,3.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,9.0
CC(C)(O)CN1CC[C@H](N)C1,158.245,158.141913196,11.0,3.0,-0.20969999999999972,49.489999999999995,2.0,3.0,5.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,9.0,1.0,10.0
